State,Sample Year,Sample Month,NO2 Units,Average of NO2 Mean,O3 Units,Average of O3 Mean,SO2 Units,Average of SO2 Mean,CO Units,Average of CO Mean
Oklahoma,2013,10,Parts per billion,5.8719665,Parts per million,0.025707726,Parts per billion,0.30051321,Parts per million,0.127737403
Oklahoma,2013,11,Parts per billion,7.003861133,Parts per million,0.0227843,Parts per billion,0.282685058,Parts per million,0.137055217
Oklahoma,2013,12,Parts per billion,10.51371927,Parts per million,0.018177968,Parts per billion,0.527519581,Parts per million,0.180071008
Oregon,2013,1,Parts per billion,11.82698362,Parts per million,0.013864966,Parts per billion,1.361372966,Parts per million,0.353825655
Oregon,2013,2,Parts per billion,11.9974915,Parts per million,0.016567583,Parts per billion,1.0608915,Parts per million,0.373886042
Oregon,2013,3,Parts per billion,12.29657868,Parts per million,0.020193484,Parts per billion,1.127603532,Parts per million,0.334889758
Oregon,2013,4,Parts per billion,7.988333067,Parts per million,0.026013833,Parts per billion,0.825403217,Parts per million,0.237679267
Oregon,2013,5,Parts per billion,6.957915655,Parts per million,0.025729897,Parts per billion,0.86083019,Parts per million,0.193201086
Oregon,2013,6,Parts per billion,5.754979,Parts per million,0.021515962,Parts per billion,0.955298327,Parts per million,0.159151423
Oregon,2013,7,Parts per billion,4.939468567,Parts per million,0.0218417,Parts per billion,0.86576255,Parts per million,0.138689283
Oregon,2013,8,Parts per billion,7.113364,Parts per million,0.018192548,Parts per billion,1.142171758,Parts per million,0.171877274
Oregon,2013,9,Parts per billion,8.521739176,Parts per million,0.017845647,Parts per billion,1.017416647,Parts per million,0.231384382
Oregon,2013,10,Parts per billion,13.75186228,Parts per million,0.0071634,Parts per billion,1.30897812,Parts per million,0.44408426
Oregon,2013,11,Parts per billion,10.9364009,Parts per million,0.013923633,Parts per billion,1.1607869,Parts per million,0.361060433
Oregon,2013,12,Parts per billion,14.564573,Parts per million,0.007314484,Parts per billion,1.219595258,Parts per million,0.499195597
Pennsylvania,2013,1,Parts per billion,12.84859041,Parts per million,0.017700262,Parts per billion,3.414244063,Parts per million,0.214061651
Pennsylvania,2013,2,Parts per billion,12.46454624,Parts per million,0.022182516,Parts per billion,2.606052633,Parts per million,0.263822503
Pennsylvania,2013,3,Parts per billion,9.306769731,Parts per million,0.03075546,Parts per billion,2.743412685,Parts per million,0.201802048
Pennsylvania,2013,4,Parts per billion,8.197249172,Parts per million,0.036219082,Parts per billion,2.898486152,Parts per million,0.1210661
Pennsylvania,2013,5,Parts per billion,7.496797188,Parts per million,0.032909703,Parts per billion,1.588834301,Parts per million,0.16239943
Pennsylvania,2013,6,Parts per billion,7.3430345,Parts per million,0.032368175,Parts per billion,1.659492579,Parts per million,0.186253034
Pennsylvania,2013,7,Parts per billion,6.768397516,Parts per million,0.026070178,Parts per billion,2.016820436,Parts per million,0.112381579
Pennsylvania,2013,8,Parts per billion,7.790525225,Parts per million,0.026104887,Parts per billion,1.659875404,Parts per million,0.156108308
Pennsylvania,2013,9,Parts per billion,8.087867182,Parts per million,0.021854783,Parts per billion,1.106778605,Parts per million,0.115911082
Pennsylvania,2013,10,Parts per billion,9.801398934,Parts per million,0.017639154,Parts per billion,1.663251429,Parts per million,0.117785587
Pennsylvania,2013,11,Parts per billion,10.50978614,Parts per million,0.018775211,Parts per billion,1.920517333,Parts per million,0.118835974
Pennsylvania,2013,12,Parts per billion,14.85766905,Parts per million,0.015670132,Parts per billion,2.186089711,Parts per million,0.245777007
Rhode Island,2013,1,Parts per billion,12.11518661,Parts per million,0.024608806,Parts per billion,2.012714419,Parts per million,0.292863548
Rhode Island,2013,2,Parts per billion,10.6723182,Parts per million,0.02964436,Parts per billion,1.62023274,Parts per million,0.27343576
Rhode Island,2013,3,Parts per billion,6.376939467,Parts per million,0.038066667,Parts per billion,0.663684033,Parts per million,0.21176905
Rhode Island,2013,4,Parts per billion,5.381520167,Parts per million,0.040865233,Parts per billion,0.39657085,Parts per million,0.204596033
Rhode Island,2013,5,Parts per billion,4.844510935,Parts per million,0.035923645,Parts per billion,0.162167387,Parts per million,0.189067468
Rhode Island,2013,6,Parts per billion,4.389029933,Parts per million,0.034761133,Parts per billion,0.1391703,Parts per million,0.170971367
Rhode Island,2013,7,Parts per billion,4.285697542,Parts per million,0.030750333,Parts per billion,0.092782458,Parts per million,0.170188688
Rhode Island,2013,8,Parts per billion,5.247408516,Parts per million,0.032566839,Parts per billion,0.252307742,Parts per million,0.189620129
Rhode Island,2013,9,Parts per billion,5.680866067,Parts per million,0.0272075,Parts per billion,0.222360317,Parts per million,0.184285533
Rhode Island,2013,10,Parts per billion,8.501392355,Parts per million,0.022137161,Parts per billion,0.467261548,Parts per million,0.240282226
Rhode Island,2013,11,Parts per billion,10.03406757,Parts per million,0.023493267,Parts per billion,0.870121283,Parts per million,0.241882083
Rhode Island,2013,12,Parts per billion,12.85530784,Parts per million,0.019328645,Parts per billion,1.411725306,Parts per million,0.308981419
South Dakota,2013,1,Parts per billion,4.04745298,Parts per million,0.024532879,Parts per billion,0.553493813,Parts per million,0.184255838
South Dakota,2013,2,Parts per billion,4.712661569,Parts per million,0.032689549,Parts per billion,0.446209304,Parts per million,0.196394814
South Dakota,2013,3,Parts per billion,3.633233,Parts per million,0.037471742,Parts per billion,0.535143105,Parts per million,0.190348863
South Dakota,2013,4,Parts per billion,3.596041717,Parts per million,0.038738967,Parts per billion,0.381398642,Parts per million,0.172976608
South Dakota,2013,5,Parts per billion,3.9381715,Parts per million,0.034862887,Parts per billion,0.364688734,Parts per million,0.154629153
South Dakota,2013,6,Parts per billion,4.15396615,Parts per million,0.036307683,Parts per billion,0.340162533,Parts per million,0.138425733
South Dakota,2013,7,Parts per billion,3.685070927,Parts per million,0.036828727,Parts per billion,0.3152822,Parts per million,0.162425182
South Dakota,2013,8,Parts per billion,3.680117048,Parts per million,0.030978532,Parts per billion,0.242941363,Parts per million,0.165268008
South Dakota,2013,9,Parts per billion,3.44491466,Parts per million,0.031192453,Parts per billion,0.368611509,Parts per million,0.172293943
South Dakota,2013,10,Parts per billion,3.484325683,Parts per million,0.023898617,Parts per billion,0.392648592,Parts per million,0.128756683
South Dakota,2013,11,Parts per billion,4.589097233,Parts per million,0.020750817,Parts per billion,0.528277592,Parts per million,0.148441608
South Dakota,2013,12,Parts per billion,5.78517,Parts per million,0.02407379,Parts per billion,0.685261194,Parts per million,0.158949177
Texas,2013,1,Parts per billion,12.91865798,Parts per million,0.019030671,Parts per billion,0.50569896,Parts per million,0.235702692
Texas,2013,2,Parts per billion,11.64987493,Parts per million,0.026715674,Parts per billion,0.448753397,Parts per million,0.201997358
Texas,2013,3,Parts per billion,10.90000749,Parts per million,0.032742859,Parts per billion,0.304853355,Parts per million,0.193203839
Texas,2013,4,Parts per billion,7.903949428,Parts per million,0.033422236,Parts per billion,0.152779015,Parts per million,0.158525515
Texas,2013,5,Parts per billion,7.093057036,Parts per million,0.033058968,Parts per billion,0.279876241,Parts per million,0.148954727
Texas,2013,6,Parts per billion,6.481473681,Parts per million,0.027911472,Parts per billion,0.234633057,Parts per million,0.127945356
Texas,2013,7,Parts per billion,6.504510525,Parts per million,0.029809353,Parts per billion,0.316497044,Parts per million,0.132707294
Texas,2013,8,Parts per billion,7.24927387,Parts per million,0.030249492,Parts per billion,0.330206763,Parts per million,0.133736616
Texas,2013,9,Parts per billion,8.368808341,Parts per million,0.028504584,Parts per billion,0.330936743,Parts per million,0.148520323
Texas,2013,10,Parts per billion,10.84925275,Parts per million,0.023046468,Parts per billion,0.314421581,Parts per million,0.18557269
Texas,2013,11,Parts per billion,11.45352567,Parts per million,0.018919218,Parts per billion,0.613680043,Parts per million,0.196745115
Texas,2013,12,Parts per billion,13.52611191,Parts per million,0.015187674,Parts per billion,0.791405324,Parts per million,0.242042448
Utah,2013,1,Parts per billion,22.8604115,Parts per million,0.029658984,Parts per billion,0.593689234,Parts per million,0.500384782
Utah,2013,2,Parts per billion,16.33708473,Parts per million,0.035901643,Parts per billion,0.43100208,Parts per million,0.366586813
Utah,2013,3,Parts per billion,10.15965542,Parts per million,0.03630478,Parts per billion,0.231660864,Parts per million,0.320611025
Utah,2013,4,Parts per billion,5.435716966,Parts per million,0.037817897,Parts per billion,-0.169747164,Parts per million,0.308142526
Utah,2013,5,Parts per billion,5.530332863,Parts per million,0.043149098,Parts per billion,-0.031618294,Parts per million,0.25120449
Utah,2013,6,Parts per billion,5.2394145,Parts per million,0.044528093,Parts per billion,0.197864222,Parts per million,0.165491546
Utah,2013,7,Parts per billion,9.663896879,Parts per million,0.04455397,Parts per billion,0.357145924,Parts per million,0.220290409
Utah,2013,8,Parts per billion,10.34852726,Parts per million,0.038004032,Parts per billion,0.172142161,Parts per million,0.208319855
Utah,2013,9,Parts per billion,10.36220167,Parts per million,0.029879833,Parts per billion,0.219703333,Parts per million,0.22678795
Utah,2013,10,Parts per billion,17.42473116,Parts per million,0.018494129,Parts per billion,0.462970419,Parts per million,0.363581952
Utah,2013,11,Parts per billion,24.291667,Parts per million,0,Parts per billion,0.7041665,Parts per million,0.673333
Utah,2013,12,Parts per billion,34.13944603,Parts per million,0.008630097,Parts per billion,0.777873403,Parts per million,0.721771629
Virginia,2013,1,Parts per billion,13.11782797,Parts per million,0.014122323,Parts per billion,1.043038774,Parts per million,0.343702903
Virginia,2013,2,Parts per billion,9.982308679,Parts per million,0.024731679,Parts per billion,0.757485429,Parts per million,0.300915768
Virginia,2013,3,Parts per billion,9.454708206,Parts per million,0.029344676,Parts per billion,0.765679382,Parts per million,0.300732691
Virginia,2013,4,Parts per billion,6.099680692,Parts per million,0.039684008,Parts per billion,0.577964083,Parts per million,0.162453542
Virginia,2013,5,Parts per billion,5.528466303,Parts per million,0.033955685,Parts per billion,0.194791096,Parts per million,0.237247567
Virginia,2013,6,Parts per billion,5.954198573,Parts per million,0.030468256,Parts per billion,0.208863183,Parts per million,0.252330079
Virginia,2013,7,Parts per billion,4.665490655,Parts per million,0.026076395,Parts per billion,0.363624815,Parts per million,0.296004214
Virginia,2013,8,Parts per billion,5.886377282,Parts per million,0.026878786,Parts per billion,0.500156838,Parts per million,0.336295833
Virginia,2013,9,Parts per billion,6.588003483,Parts per million,0.0268748,Parts per billion,0.605784996,Parts per million,0.194855721
Virginia,2013,10,Parts per billion,8.437909756,Parts per million,0.020604886,Parts per billion,0.746172459,Parts per million,0.291830114
Virginia,2013,11,Parts per billion,10.36943173,Parts per million,0.017230467,Parts per billion,0.6930223,Parts per million,0.300375117
Virginia,2013,12,Parts per billion,13.08886677,Parts per million,0.013547581,Parts per billion,0.844668484,Parts per million,0.39168721
Washington,2013,8,Parts per billion,10.66446552,Parts per million,0.016271448,Parts per billion,1.082581069,Parts per million,0.17176769
Washington,2013,9,Parts per billion,15.04412888,Parts per million,0.01114075,Parts per billion,1.066734625,Parts per million,0.2162645
Wyoming,2013,1,Parts per billion,4.591643677,Parts per million,0.034366903,Parts per billion,0.166781048,Parts per million,0.092818048
Wyoming,2013,2,Parts per billion,2.746469179,Parts per million,0.038246964,Parts per billion,0.09969425,Parts per million,0.105684679
Wyoming,2013,3,Parts per billion,4.104148516,Parts per million,0.039783871,Parts per billion,0.148245871,Parts per million,0.079801952
Wyoming,2013,4,Parts per billion,4.030401828,Parts per million,0.041498759,Parts per billion,0.203845517,Parts per million,0.072156862
Wyoming,2013,5,Parts per billion,3.831999581,Parts per million,0.045332452,Parts per billion,0.152199823,Parts per million,0.044872532
Wyoming,2013,6,Parts per billion,3.302565,Parts per million,0.045295233,Parts per billion,0.224958417,Parts per million,0.039815983
Wyoming,2013,7,Parts per billion,4.472804806,Parts per million,0.046114161,Parts per billion,0.257612419,Parts per million,0.023934758
Wyoming,2013,8,Parts per billion,4.658096355,Parts per million,0.044373613,Parts per billion,0.258724355,Parts per million,0.023749371
Wyoming,2013,9,Parts per billion,3.998605833,Parts per million,0.037609133,Parts per billion,0.168427267,Parts per million,0.018232817
Wyoming,2013,10,Parts per billion,4.180872763,Parts per million,0.031292847,Parts per billion,0.389204364,Parts per million,0.028733712
Wyoming,2013,11,Parts per billion,4.9637402,Parts per million,0.033026433,Parts per billion,0.217148933,Parts per million,0.047446417
Wyoming,2013,12,Parts per billion,4.688561111,Parts per million,0.03319363,Parts per billion,0.164614222,Parts per million,0.060421574
Alabama,2014,1,Parts per billion,16.35284083,Parts per million,0.016563167,Parts per billion,0.806186833,Parts per million,0.244596
Alabama,2014,2,Parts per billion,10.17975091,Parts per million,0.018378818,Parts per billion,1.594163682,Parts per million,0.243039591
Alabama,2014,3,Parts per billion,10.78500996,Parts per million,0.021016143,Parts per billion,0.779802375,Parts per million,0.239608589
Alabama,2014,4,Parts per billion,7.9614841,Parts per million,0.027137067,Parts per billion,0.901501417,Parts per million,0.194652133
Alabama,2014,5,Parts per billion,9.136327065,Parts per million,0.031749968,Parts per billion,0.931904758,Parts per million,0.197533919
Alabama,2014,6,Parts per billion,8.139697033,Parts per million,0.025169533,Parts per billion,1.272200617,Parts per million,0.1747716
Alabama,2014,7,Parts per billion,7.92169168,Parts per million,0.02781692,Parts per billion,0.91076058,Parts per million,0.1744234
Alabama,2014,8,Parts per billion,9.694611452,Parts per million,0.027163484,Parts per billion,2.238450629,Parts per million,0.209669823
Alabama,2014,9,Parts per billion,8.535685433,Parts per million,0.023856933,Parts per billion,1.526991083,Parts per million,0.172883033
Alabama,2014,10,Parts per billion,10.15900716,Parts per million,0.023271484,Parts per billion,0.921895258,Parts per million,0.226544048
Alabama,2014,11,Parts per billion,9.890896567,Parts per million,0.023659667,Parts per billion,1.224776383,Parts per million,0.204231217
Alabama,2014,12,Parts per billion,10.43260949,Parts per million,0.016604595,Parts per billion,0.872143622,Parts per million,0.261208932
Alaska,2014,7,Parts per billion,2.637152645,Parts per million,0.012592323,Parts per billion,2.926324468,Parts per million,0.208133903
Alaska,2014,8,Parts per billion,3.300742065,Parts per million,0.012367387,Parts per billion,2.471083516,Parts per million,0.223806435
Alaska,2014,9,Parts per billion,11.63171889,Parts per million,0.011001429,Parts per billion,3.207557482,Parts per million,0.344157179
Alaska,2014,10,Parts per billion,10.70553418,Parts per million,0.010913786,Parts per billion,3.985050661,Parts per million,0.422570554
Alaska,2014,11,Parts per billion,20.8892239,Parts per million,0.0075021,Parts per billion,12.79858982,Parts per million,0.873169767
Alaska,2014,12,Parts per billion,20.98963487,Parts per million,0.007497968,Parts per billion,10.0856041,Parts per million,0.660349435
Arizona,2014,1,Parts per billion,26.48387541,Parts per million,0.013109977,Parts per billion,1.324900174,Parts per million,0.668096855
Arizona,2014,2,Parts per billion,22.10918688,Parts per million,0.017920272,Parts per billion,0.806057778,Parts per million,0.483808944
Arizona,2014,3,Parts per billion,15.49111722,Parts per million,0.029895161,Parts per billion,0.591079086,Parts per million,0.322974758
Arizona,2014,4,Parts per billion,13.33402588,Parts per million,0.037183216,Parts per billion,0.623990051,Parts per million,0.259099864
Arizona,2014,5,Parts per billion,10.76562704,Parts per million,0.041274577,Parts per billion,0.749067,Parts per million,0.262036641
Arizona,2014,6,Parts per billion,13.21933749,Parts per million,0.033443,Parts per billion,0.980810649,Parts per million,0.287629789
Arizona,2014,7,Parts per billion,8.521194016,Parts per million,0.039286323,Parts per billion,1.360459476,Parts per million,0.288040815
Arizona,2014,8,Parts per billion,10.07308896,Parts per million,0.03425155,Parts per billion,1.273450238,Parts per million,0.273901256
Arizona,2014,9,Parts per billion,11.37056796,Parts per million,0.027270367,Parts per billion,0.849238094,Parts per million,0.322379372
Arizona,2014,10,Parts per billion,18.14014631,Parts per million,0.02301257,Parts per billion,0.912272081,Parts per million,0.467114672
Arizona,2014,11,Parts per billion,19.45743202,Parts per million,0.018170318,Parts per billion,0.879744816,Parts per million,0.510326327
Arizona,2014,12,Parts per billion,20.40369013,Parts per million,0.012398484,Parts per billion,0.916704898,Parts per million,0.615066688
Arkansas,2014,1,Parts per billion,10.91601903,Parts per million,0.024009516,Parts per billion,1.370855661,Parts per million,0.37635475
Arkansas,2014,2,Parts per billion,11.90485525,Parts per million,0.024212821,Parts per billion,1.679465196,Parts per million,0.407258804
Arkansas,2014,3,Parts per billion,11.20284594,Parts per million,0.028389774,Parts per billion,1.259932266,Parts per million,0.358055532
Arkansas,2014,4,Parts per billion,7.770670267,Parts per million,0.0330751,Parts per billion,0.863840983,Parts per million,0.255342375
Arkansas,2014,5,Parts per billion,7.432296258,Parts per million,0.028569871,Parts per billion,0.904275702,Parts per million,0.241257016
Arkansas,2014,6,Parts per billion,5.716601867,Parts per million,0.0211305,Parts per billion,1.110396383,Parts per million,0.246511433
Arkansas,2014,7,Parts per billion,6.921593065,Parts per million,0.026641129,Parts per billion,1.070022758,Parts per million,0.339868226
Arkansas,2014,8,Parts per billion,7.473851387,Parts per million,0.026502645,Parts per billion,1.045562387,Parts per million,0.366038202
Arkansas,2014,9,Parts per billion,9.113704433,Parts per million,0.021551467,Parts per billion,1.165154175,Parts per million,0.362065267
Arkansas,2014,10,Parts per billion,9.263008419,Parts per million,0.020403161,Parts per billion,1.062279806,Parts per million,0.394109863
Arkansas,2014,11,Parts per billion,9.215238867,Parts per million,0.020127767,Parts per billion,1.141151733,Parts per million,0.474467258
Arkansas,2014,12,Parts per billion,9.591228355,Parts per million,0.011654742,Parts per billion,1.069514935,Parts per million,0.346808895
California,2014,1,Parts per billion,21.9084287,Parts per million,0.016630385,Parts per billion,0.737109743,Parts per million,0.605348041
California,2014,2,Parts per billion,13.84600772,Parts per million,0.02209683,Parts per billion,0.483111299,Parts per million,0.406100253
California,2014,3,Parts per billion,9.783490856,Parts per million,0.028838686,Parts per billion,0.500375187,Parts per million,0.32482028
California,2014,4,Parts per billion,8.786929845,Parts per million,0.034046437,Parts per billion,0.524849054,Parts per million,0.296555682
California,2014,5,Parts per billion,7.404927792,Parts per million,0.035667952,Parts per billion,0.526897297,Parts per million,0.270736616
California,2014,6,Parts per billion,6.286281001,Parts per million,0.032278296,Parts per billion,0.436195764,Parts per million,0.259847537
California,2014,7,Parts per billion,6.353512787,Parts per million,0.027731109,Parts per billion,0.450228874,Parts per million,0.226909338
California,2014,8,Parts per billion,6.8345312,Parts per million,0.028892228,Parts per billion,0.3593824,Parts per million,0.23561047
California,2014,9,Parts per billion,8.52164834,Parts per million,0.029875228,Parts per billion,0.436137688,Parts per million,0.259048772
California,2014,10,Parts per billion,12.88108248,Parts per million,0.028352417,Parts per billion,0.498724806,Parts per million,0.362010481
California,2014,11,Parts per billion,14.26080688,Parts per million,0.021406275,Parts per billion,0.510453175,Parts per million,0.428254538
California,2014,12,Parts per billion,12.85088147,Parts per million,0.018424162,Parts per billion,0.424123935,Parts per million,0.441110463
Colorado,2014,1,Parts per billion,17.14676018,Parts per million,0.02550965,Parts per billion,0.855766452,Parts per million,0.310358484
Colorado,2014,2,Parts per billion,17.33602707,Parts per million,0.02671269,Parts per billion,0.696250024,Parts per million,0.265799792
Colorado,2014,3,Parts per billion,12.95144139,Parts per million,0.031963667,Parts per billion,0.5410525,Parts per million,0.238479355
Colorado,2014,4,Parts per billion,10.16647672,Parts per million,0.03668208,Parts per billion,0.619657943,Parts per million,0.231047574
Colorado,2014,5,Parts per billion,11.38446957,Parts per million,0.034821138,Parts per billion,0.869830374,Parts per million,0.251578718
Colorado,2014,6,Parts per billion,10.37534988,Parts per million,0.035946739,Parts per billion,0.664723386,Parts per million,0.205454233
Colorado,2014,7,Parts per billion,11.37627861,Parts per million,0.034955754,Parts per billion,0.622091842,Parts per million,0.247593908
Colorado,2014,8,Parts per billion,17.23179157,Parts per million,0.02946144,Parts per billion,1.089518154,Parts per million,0.309297582
Colorado,2014,9,Parts per billion,17.36075581,Parts per million,0.02411036,Parts per billion,1.162797185,Parts per million,0.313662961
Colorado,2014,10,Parts per billion,22.77286491,Parts per million,0.017445194,Parts per billion,0.79687771,Parts per million,0.387302081
Colorado,2014,11,Parts per billion,24.35765488,Parts per million,0.017149193,Parts per billion,1.393011422,Parts per million,0.424524952
Colorado,2014,12,Parts per billion,32.64232308,Parts per million,0.009367267,Parts per billion,2.154750047,Parts per million,0.669149453
Connecticut,2014,1,Parts per billion,12.98695,Parts per million,0.021886839,Parts per billion,1.446942179,Parts per million,0.257860964
Connecticut,2014,2,Parts per billion,12.42999764,Parts per million,0.029464764,Parts per billion,1.127236327,Parts per million,0.2753542
Connecticut,2014,3,Parts per billion,8.974981683,Parts per million,0.035280794,Parts per billion,0.998818032,Parts per million,0.22522569
Connecticut,2014,4,Parts per billion,6.01485807,Parts per million,0.039379686,Parts per billion,0.405848081,Parts per million,0.18440111
Connecticut,2014,5,Parts per billion,5.522167924,Parts per million,0.036189652,Parts per billion,0.351222446,Parts per million,0.176087875
Connecticut,2014,6,Parts per billion,5.142931631,Parts per million,0.033328119,Parts per billion,0.300501542,Parts per million,0.172766542
Connecticut,2014,7,Parts per billion,5.760589581,Parts per million,0.035089634,Parts per billion,0.368591102,Parts per million,0.176611113
Connecticut,2014,8,Parts per billion,4.953015238,Parts per million,0.029037143,Parts per billion,0.306795185,Parts per million,0.205240631
Connecticut,2014,9,Parts per billion,5.674631533,Parts per million,0.026109811,Parts per billion,0.304228389,Parts per million,0.188715617
Connecticut,2014,10,Parts per billion,6.611630679,Parts per million,0.023641286,Parts per billion,0.436428339,Parts per million,0.183146607
Connecticut,2014,11,Parts per billion,10.24962571,Parts per million,0.023615946,Parts per billion,0.994460902,Parts per million,0.226241214
Connecticut,2014,12,Parts per billion,8.222568034,Parts per million,0.02158578,Parts per billion,0.594005746,Parts per million,0.217509025
Delaware,2014,1,Parts per billion,18.96154604,Parts per million,0.013821259,Parts per billion,1.993588648,Parts per million,0.418607833
Delaware,2014,2,Parts per billion,19.99990525,Parts per million,0.01260425,Parts per billion,2.326041625,Parts per million,0.35771875
Delaware,2014,4,Parts per billion,9.866711429,Parts per million,0.034720286,Parts per billion,0.694919571,Parts per million,0.176588
Delaware,2014,5,Parts per billion,8.87666075,Parts per million,0.03329265,Parts per billion,0.554267625,Parts per million,0.16487495
Delaware,2014,6,Parts per billion,8.114968231,Parts per million,0.031712846,Parts per billion,0.742004808,Parts per million,0.170467885
Delaware,2014,7,Parts per billion,7.685008071,Parts per million,0.036313714,Parts per billion,0.734247714,Parts per million,0.174105786
Delaware,2014,8,Parts per billion,8.327273,Parts per million,0.034667,Parts per billion,0.5645835,Parts per million,0.2
Delaware,2014,9,Parts per billion,7.591599286,Parts per million,0.0239405,Parts per billion,0.888532393,Parts per million,0.246084536
District Of Columbia,2014,1,Parts per billion,15.1022906,Parts per million,0.016335371,Parts per billion,1.992897581,Parts per million,0.593549339
District Of Columbia,2014,2,Parts per billion,17.29179756,Parts per million,0.019525854,Parts per billion,2.017922305,Parts per million,0.472776232
District Of Columbia,2014,3,Parts per billion,15.32938096,Parts per million,0.025162927,Parts per billion,1.556414918,Parts per million,0.416540855
District Of Columbia,2014,4,Parts per billion,11.74384617,Parts per million,0.032413433,Parts per billion,0.633910767,Parts per million,0.350202533
District Of Columbia,2014,5,Parts per billion,8.257385548,Parts per million,0.034139742,Parts per billion,0.43625179,Parts per million,0.254780371
District Of Columbia,2014,6,Parts per billion,7.188813433,Parts per million,0.036234367,Parts per billion,0.544108233,Parts per million,0.254004917
District Of Columbia,2014,7,Parts per billion,6.992618935,Parts per million,0.035056484,Parts per billion,0.388109323,Parts per million,0.210734597
District Of Columbia,2014,8,Parts per billion,9.1365125,Parts per million,0.031599143,Parts per billion,0.456242946,Parts per million,0.264940161
District Of Columbia,2014,9,Parts per billion,9.767930233,Parts per million,0.023594,Parts per billion,0.746564467,Parts per million,0.2699625
District Of Columbia,2014,10,Parts per billion,10.73290742,Parts per million,0.02099129,Parts per billion,0.731348629,Parts per million,0.247070516
District Of Columbia,2014,11,Parts per billion,13.34920641,Parts per million,0.018524704,Parts per billion,1.053392352,Parts per million,0.300340574
District Of Columbia,2014,12,Parts per billion,15.55471813,Parts per million,0.011509677,Parts per billion,1.230014145,Parts per million,0.329266032
Florida,2014,1,Parts per billion,5.843894032,Parts per million,0.025299774,Parts per billion,0.409852855,Parts per million,0.334026629
Florida,2014,2,Parts per billion,6.7010205,Parts per million,0.022504464,Parts per billion,-0.013302179,Parts per million,0.757062232
Florida,2014,3,Parts per billion,4.312327161,Parts per million,0.032641613,Parts per billion,0.366955565,Parts per million,0.561353823
Florida,2014,4,Parts per billion,3.738672467,Parts per million,0.0328651,Parts per billion,0.00131945,Parts per million,0.5232627
Florida,2014,5,Parts per billion,3.328174387,Parts per million,0.034696194,Parts per billion,0.049260758,Parts per million,0.42339121
Florida,2014,6,Parts per billion,3.8485714,Parts per million,0.02424972,Parts per billion,0,Parts per million,0.05532388
Florida,2014,7,Parts per billion,4.153123935,Parts per million,0.02412229,Parts per billion,0.026478484,Parts per million,0.298294742
Florida,2014,8,Parts per billion,4.420560452,Parts per million,0.023711,Parts per billion,0.137940968,Parts per million,0.537227
Florida,2014,9,Parts per billion,3.835595133,Parts per million,0.018961,Parts per billion,0.05934885,Parts per million,0.508404433
Florida,2014,10,Parts per billion,5.88789129,Parts per million,0.027742484,Parts per billion,0.024025919,Parts per million,0.541831435
Florida,2014,11,Parts per billion,5.724452267,Parts per million,0.0253065,Parts per billion,0.122872817,Parts per million,0.3910758
Florida,2014,12,Parts per billion,7.853968194,Parts per million,0.019453645,Parts per billion,0.089554452,Parts per million,0.512307581
Georgia,2014,1,Parts per billion,14.6169541,Parts per million,0.018431103,Parts per billion,0.846707534,Parts per million,0.293081862
Georgia,2014,2,Parts per billion,14.70872932,Parts per million,0.019238143,Parts per billion,0.592010661,Parts per million,0.334110893
Georgia,2014,3,Parts per billion,13.13273803,Parts per million,0.02546771,Parts per billion,0.503278065,Parts per million,0.335044194
Georgia,2014,4,Parts per billion,10.27262803,Parts per million,0.0286767,Parts per billion,0.3078472,Parts per million,0.307154
Georgia,2014,5,Parts per billion,9.901075194,Parts per million,0.024009452,Parts per billion,0.264166145,Parts per million,0.308452339
Georgia,2014,6,Parts per billion,7.7250758,Parts per million,0.0217931,Parts per billion,0.221560417,Parts per million,0.271411317
Georgia,2014,7,Parts per billion,7.887777419,Parts per million,0.022990097,Parts per billion,0.208367371,Parts per million,0.271997065
Georgia,2014,8,Parts per billion,8.700242065,Parts per million,0.021439581,Parts per billion,0.227675065,Parts per million,0.334297016
Georgia,2014,9,Parts per billion,5.786567522,Parts per million,0.016817,Parts per billion,0.147386565,Parts per million,0.258535435
Georgia,2014,10,Parts per billion,8.751630032,Parts per million,0.015666677,Parts per billion,0.293853177,Parts per million,0.320534113
Georgia,2014,11,Parts per billion,11.5153536,Parts per million,0.0155348,Parts per billion,0.416951683,Parts per million,0.363689583
Georgia,2014,12,Parts per billion,11.58455594,Parts per million,0.009755581,Parts per billion,0.28399729,Parts per million,0.350712871
Hawaii,2014,4,Parts per billion,2.275125308,Parts per million,0.029007577,Parts per billion,0.70765675,Parts per million,0.540510173
Hawaii,2014,5,Parts per billion,3.866342706,Parts per million,0.019156,Parts per billion,1.03635952,Parts per million,0.390657559
Hawaii,2014,6,Parts per billion,2.0932915,Parts per million,0.021783833,Parts per billion,1.059957383,Parts per million,0.56433135
Hawaii,2014,7,Parts per billion,2.191950824,Parts per million,0.013220529,Parts per billion,2.070220176,Parts per million,0.115850471
Hawaii,2014,8,Parts per billion,3.392297,Parts per million,0.018299182,Parts per billion,-0.078055136,Parts per million,0.207118727
Hawaii,2014,9,Parts per billion,2.740806806,Parts per million,0.016070889,Parts per billion,0.369903139,Parts per million,0.289530424
Hawaii,2014,10,Parts per billion,3.837168774,Parts per million,0.017032839,Parts per billion,0.744341435,Parts per million,0.201047242
Hawaii,2014,11,Parts per billion,3.339479767,Parts per million,0.030673567,Parts per billion,1.099968875,Parts per million,0.292263975
