State,Sample Year,Sample Month,NO2 Units,Average of NO2 Mean,O3 Units,Average of O3 Mean,SO2 Units,Average of SO2 Mean,CO Units,Average of CO Mean
Illinois,2009,10,Parts per billion,13.38612804,Parts per million,0.011493701,Parts per billion,2.528159761,Parts per million,0.260737529
Illinois,2009,11,Parts per billion,14.14453372,Parts per million,0.01675275,Parts per billion,1.954061245,Parts per million,0.385773766
Illinois,2009,12,Parts per billion,15.58443813,Parts per million,0.014294146,Parts per billion,1.782651615,Parts per million,0.388701906
Indiana,2009,3,Parts per billion,7.479167,Parts per million,0.023,Parts per billion,2.2958335,Parts per million,0.231884
Indiana,2009,4,Parts per billion,10.95392337,Parts per million,0.026692967,Parts per billion,2.124031383,Parts per million,0.2661318
Indiana,2009,5,Parts per billion,10.90550808,Parts per million,0.027571167,Parts per billion,1.906267104,Parts per million,0.202021646
Indiana,2009,6,Parts per billion,10.85720163,Parts per million,0.031155267,Parts per billion,3.032262833,Parts per million,0.159186017
Indiana,2009,7,Parts per billion,9.55724829,Parts per million,0.022325323,Parts per billion,0.886965048,Parts per million,0.235520871
Indiana,2009,8,Parts per billion,8.912780935,Parts per million,0.023698903,Parts per billion,0.886538806,Parts per million,0.240591935
Indiana,2009,9,Parts per billion,9.929646467,Parts per million,0.024757133,Parts per billion,0.514188383,Parts per million,0.292474517
Iowa,2009,3,Parts per billion,3.363636,Parts per million,0.042,Parts per billion,0.1338095,Parts per million,0.2120715
Iowa,2009,4,Parts per billion,8.123664545,Parts per million,0.033107955,Parts per billion,0.67814133,Parts per million,0.252990398
Iowa,2009,5,Parts per billion,7.094316403,Parts per million,0.03344421,Parts per billion,0.403802645,Parts per million,0.260125258
Iowa,2009,6,Parts per billion,6.40466675,Parts per million,0.030863633,Parts per billion,0.264308725,Parts per million,0.2353195
Iowa,2009,7,Parts per billion,6.013170597,Parts per million,0.023964371,Parts per billion,0.216505403,Parts per million,0.216460597
Iowa,2009,8,Parts per billion,5.711960323,Parts per million,0.024248081,Parts per billion,0.128960992,Parts per million,0.227200234
Iowa,2009,9,Parts per billion,9.069849298,Parts per million,0.024109719,Parts per billion,0.428448035,Parts per million,0.279496816
Iowa,2009,10,Parts per billion,7.114322725,Parts per million,0.012739902,Parts per billion,0.252579353,Parts per million,0.217209833
Kansas,2009,1,Parts per billion,14.2647849,Parts per million,0.020602129,Parts per billion,5.338298081,Parts per million,0.412154548
Kansas,2009,2,Parts per billion,13.35874871,Parts per million,0.023232107,Parts per billion,5.477904696,Parts per million,0.511633661
Kansas,2009,3,Parts per billion,11.83946932,Parts per million,0.028344065,Parts per billion,2.331947968,Parts per million,0.228311597
Kansas,2009,4,Parts per billion,11.25650967,Parts per million,0.032270833,Parts per billion,5.93258415,Parts per million,0.213740933
Kansas,2009,5,Parts per billion,10.75542419,Parts per million,0.03100129,Parts per billion,5.587006984,Parts per million,0.11439929
Kansas,2009,6,Parts per billion,10.0013468,Parts per million,0.0319017,Parts per billion,3.6266153,Parts per million,0.257530083
Kansas,2009,7,Parts per billion,11.94787248,Parts per million,0.029006185,Parts per billion,4.488262537,Parts per million,0.340896611
Kansas,2009,8,Parts per billion,8.631944333,Parts per million,0.021520917,Parts per billion,2.600173583,Parts per million,0.073090333
Kansas,2009,9,Parts per billion,14.2372638,Parts per million,0.020631933,Parts per billion,4.793329433,Parts per million,0.237028933
Kansas,2009,10,Parts per billion,10.01702684,Parts per million,0.012944903,Parts per billion,6.167827952,Parts per million,0.301233113
Kansas,2009,11,Parts per billion,14.2861364,Parts per million,0.016358367,Parts per billion,4.635843233,Parts per million,0.383499333
Kansas,2009,12,Parts per billion,14.51820626,Parts per million,0.013847806,Parts per billion,3.658575806,Parts per million,0.367855677
Louisiana,2009,1,Parts per billion,16.813846,Parts per million,0.015554839,Parts per billion,3.211992177,Parts per million,0.246151565
Louisiana,2009,2,Parts per billion,14.50125621,Parts per million,0.024401679,Parts per billion,4.523189214,Parts per million,0.260620768
Louisiana,2009,3,Parts per billion,12.56044832,Parts per million,0.025624645,Parts per billion,2.720266516,Parts per million,0.24534529
Louisiana,2009,4,Parts per billion,11.14270997,Parts per million,0.0336319,Parts per billion,1.39469935,Parts per million,0.21137565
Louisiana,2009,5,Parts per billion,12.49179094,Parts per million,0.024142387,Parts per billion,1.9490495,Parts per million,0.198841694
Louisiana,2009,6,Parts per billion,11.80607779,Parts per million,0.0258435,Parts per billion,0.768758321,Parts per million,0.176604714
Louisiana,2009,7,Parts per billion,11.45861258,Parts per million,0.024123581,Parts per billion,0.520605903,Parts per million,0.184967355
Louisiana,2009,8,Parts per billion,11.98958358,Parts per million,0.022294323,Parts per billion,0.600255855,Parts per million,0.200752694
Louisiana,2009,9,Parts per billion,11.05120933,Parts per million,0.020741633,Parts per billion,0.560822383,Parts per million,0.209184483
Louisiana,2009,10,Parts per billion,9.736431839,Parts per million,0.016338774,Parts per billion,1.71025821,Parts per million,0.189726145
Louisiana,2009,11,Parts per billion,16.46338387,Parts per million,0.0198611,Parts per billion,2.567820467,Parts per million,0.302081583
Louisiana,2009,12,Parts per billion,14.65621503,Parts per million,0.016933414,Parts per billion,2.57931819,Parts per million,0.233102914
Maine,2009,1,Parts per billion,11.40395855,Parts per million,0.020926419,Parts per billion,3.981618798,Parts per million,0.372029282
Maine,2009,2,Parts per billion,13.26660527,Parts per million,0.023778135,Parts per billion,4.617486473,Parts per million,0.195030649
Maine,2009,3,Parts per billion,8.712193558,Parts per million,0.032835635,Parts per billion,2.479455952,Parts per million,0.175540106
Maine,2009,4,Parts per billion,5.425216317,Parts per million,0.035870233,Parts per billion,1.455772633,Parts per million,0.172254917
Maine,2009,5,Parts per billion,4.871480772,Parts per million,0.030426748,Parts per billion,1.242809496,Parts per million,0.117303959
Maine,2009,6,Parts per billion,4.413666483,Parts per million,0.023475683,Parts per billion,0.839319017,Parts per million,0.108400325
Maine,2009,7,Parts per billion,3.462101321,Parts per million,0.020932774,Parts per billion,0.91492716,Parts per million,0.139732575
Maine,2009,8,Parts per billion,3.417461673,Parts per million,0.021964061,Parts per billion,0.628953878,Parts per million,0.219525704
Maine,2009,9,Parts per billion,4.68847695,Parts per million,0.0172554,Parts per billion,0.886364725,Parts per million,0.192974442
Maine,2009,10,Parts per billion,5.673693323,Parts per million,0.014411597,Parts per billion,1.140835508,Parts per million,0.211792524
Maine,2009,11,Parts per billion,7.650863117,Parts per million,0.015469583,Parts per billion,1.796493025,Parts per million,0.2978627
Maine,2009,12,Parts per billion,9.490969702,Parts per million,0.019741957,Parts per billion,2.93900666,Parts per million,0.271225457
Maryland,2009,1,Parts per billion,16.99655444,Parts per million,0.014608222,Parts per billion,3.660704306,Parts per million,0.358868417
Maryland,2009,2,Parts per billion,11.11332083,Parts per million,0.026385417,Parts per billion,3.020986542,Parts per million,0.317714083
Maryland,2009,3,Parts per billion,12.14196384,Parts per million,0.025597579,Parts per billion,2.237837816,Parts per million,0.522247921
Maryland,2009,4,Parts per billion,11.34304283,Parts per million,0.033536,Parts per billion,2.322381,Parts per million,0.448348717
Maryland,2009,5,Parts per billion,9.801497556,Parts per million,0.027894593,Parts per billion,2.529059111,Parts per million,0.316413889
Maryland,2009,6,Parts per billion,9.616938133,Parts per million,0.0336074,Parts per billion,2.477661883,Parts per million,0.312459133
Maryland,2009,7,Parts per billion,9.150539774,Parts per million,0.033959226,Parts per billion,3.283950919,Parts per million,0.335723371
Maryland,2009,8,Parts per billion,10.02200955,Parts per million,0.031813129,Parts per billion,3.900298468,Parts per million,0.356372726
Maryland,2009,9,Parts per billion,7.366458862,Parts per million,0.020918345,Parts per billion,1.270941655,Parts per million,0.301729655
Maryland,2009,10,Parts per billion,11.790319,Parts per million,0.016258065,Parts per billion,1.980898516,Parts per million,0.613695097
Maryland,2009,11,Parts per billion,14.4948123,Parts per million,0.0135292,Parts per billion,1.768527233,Parts per million,0.866473383
Maryland,2009,12,Parts per billion,16.40929832,Parts per million,0.014746613,Parts per billion,2.172033016,Parts per million,0.687783952
Massachusetts,2009,1,Parts per billion,28.07649074,Parts per million,0.013588839,Parts per billion,5.846943435,Parts per million,0.386293774
Massachusetts,2009,2,Parts per billion,22.35378782,Parts per million,0.02108675,Parts per billion,3.832114482,Parts per million,0.3271355
Massachusetts,2009,3,Parts per billion,19.40525823,Parts per million,0.026708839,Parts per billion,2.574795258,Parts per million,0.298735548
Massachusetts,2009,4,Parts per billion,18.3902112,Parts per million,0.0305375,Parts per billion,1.575975,Parts per million,0.275352783
Massachusetts,2009,5,Parts per billion,14.53668145,Parts per million,0.029584613,Parts per billion,1.153636161,Parts per million,0.259301677
Massachusetts,2009,6,Parts per billion,13.1432263,Parts per million,0.024090233,Parts per billion,0.894654117,Parts per million,0.243426933
Massachusetts,2009,7,Parts per billion,13.23008303,Parts per million,0.02480171,Parts per billion,0.913479887,Parts per million,0.24134921
Massachusetts,2009,8,Parts per billion,14.90563185,Parts per million,0.028532926,Parts per billion,0.921336037,Parts per million,0.247332278
Massachusetts,2009,9,Parts per billion,14.62847517,Parts per million,0.018030467,Parts per billion,1.050327383,Parts per million,0.245725467
Massachusetts,2009,10,Parts per billion,17.25885461,Parts per million,0.011856935,Parts per billion,1.540984403,Parts per million,0.286608306
Massachusetts,2009,11,Parts per billion,18.0867784,Parts per million,0.012179133,Parts per billion,1.94493165,Parts per million,0.311823533
Massachusetts,2009,12,Parts per billion,22.31998771,Parts per million,0.013493226,Parts per billion,3.183603403,Parts per million,0.311951887
New Hampshire,2009,3,Parts per billion,6.675,Parts per million,0.012,Parts per billion,1.01875,Parts per million,0.1833335
New Hampshire,2009,4,Parts per billion,9.643381686,Parts per million,0.033039196,Parts per billion,1.87074552,Parts per million,0.405388098
New Hampshire,2009,5,Parts per billion,7.435637207,Parts per million,0.03118331,Parts per billion,0.619600552,Parts per million,0.599537707
New Hampshire,2009,6,Parts per billion,5.166888071,Parts per million,0.026429036,Parts per billion,1.267157804,Parts per million,0.519274482
New Hampshire,2009,7,Parts per billion,5.530348935,Parts per million,0.024352613,Parts per billion,0.462827484,Parts per million,0.345532129
New Hampshire,2009,8,Parts per billion,5.439273452,Parts per million,0.02370029,Parts per billion,0.358726097,Parts per million,0.433666161
New Hampshire,2009,9,Parts per billion,6.7240289,Parts per million,0.015896767,Parts per billion,0.916165033,Parts per million,0.267926983
New Hampshire,2009,10,Parts per billion,9.177755677,Parts per million,0.014512097,Parts per billion,1.885126403,Parts per million,0.130592645
New Hampshire,2009,11,Parts per billion,11.7743202,Parts per million,0.014502133,Parts per billion,2.31314495,Parts per million,0.330546383
New Hampshire,2009,12,Parts per billion,13.15557916,Parts per million,0.019816323,Parts per billion,3.665053839,Parts per million,0.356023758
New York,2009,1,Parts per billion,19.76384897,Parts per million,0.017802164,Parts per billion,9.017318795,Parts per million,0.346145172
New York,2009,2,Parts per billion,17.38209082,Parts per million,0.024296291,Parts per billion,6.157245213,Parts per million,0.356693154
New York,2009,3,Parts per billion,15.37416819,Parts per million,0.028156159,Parts per billion,3.902305662,Parts per million,0.247790776
New York,2009,4,Parts per billion,13.82720707,Parts per million,0.035411253,Parts per billion,2.793173667,Parts per million,0.26706991
New York,2009,5,Parts per billion,12.52475153,Parts per million,0.030163034,Parts per billion,1.894398187,Parts per million,0.269165282
New York,2009,6,Parts per billion,9.751521597,Parts per million,0.025957554,Parts per billion,1.433628004,Parts per million,0.138039004
New York,2009,7,Parts per billion,8.153911406,Parts per million,0.031918133,Parts per billion,1.797862336,Parts per million,0.184250801
New York,2009,8,Parts per billion,9.543375758,Parts per million,0.030379894,Parts per billion,1.952825447,Parts per million,0.215795852
New York,2009,9,Parts per billion,9.935510029,Parts per million,0.021337633,Parts per billion,1.598788281,Parts per million,0.20310545
New York,2009,10,Parts per billion,12.17985758,Parts per million,0.018086532,Parts per billion,2.414100831,Parts per million,0.20106699
New York,2009,11,Parts per billion,13.46023276,Parts per million,0.017443637,Parts per billion,3.11032731,Parts per million,0.244552395
New York,2009,12,Parts per billion,14.66972128,Parts per million,0.01932222,Parts per billion,5.206569992,Parts per million,0.22407915
North Carolina,2009,1,Parts per billion,13.53702204,Parts per million,0.016880607,Parts per billion,2.268300714,Parts per million,0.318305741
North Carolina,2009,2,Parts per billion,12.80739589,Parts per million,0.02794237,Parts per billion,1.429764963,Parts per million,0.302877111
North Carolina,2009,3,Parts per billion,10.72237535,Parts per million,0.028305065,Parts per billion,1.043719839,Parts per million,0.316672887
North Carolina,2009,4,Parts per billion,8.889804567,Parts per million,0.036382033,Parts per billion,0.58345895,Parts per million,0.259283992
North Carolina,2009,5,Parts per billion,5.491906323,Parts per million,0.026717097,Parts per billion,0.239417677,Parts per million,0.273630323
North Carolina,2009,6,Parts per billion,8.191248767,Parts per million,0.034950933,Parts per billion,0.831787483,Parts per million,0.244348158
North Carolina,2009,7,Parts per billion,7.550368194,Parts per million,0.033984484,Parts per billion,0.374427419,Parts per million,0.255294298
North Carolina,2009,8,Parts per billion,8.00811771,Parts per million,0.026483774,Parts per billion,0.419746677,Parts per million,0.234963863
North Carolina,2009,9,Parts per billion,8.863474067,Parts per million,0.025970767,Parts per billion,0.40436145,Parts per million,0.246879333
North Carolina,2009,10,Parts per billion,9.688027742,Parts per million,0.017058903,Parts per billion,0.456664855,Parts per million,0.302699202
North Carolina,2009,11,Parts per billion,12.37349497,Parts per million,0.0186,Parts per billion,0.783962833,Parts per million,0.411886483
North Carolina,2009,12,Parts per billion,14.42619045,Parts per million,0.01296355,Parts per billion,1.09882795,Parts per million,0.40066775
North Dakota,2009,1,Parts per billion,10.07870367,Parts per million,0.025598222,Parts per billion,1.147434907,Parts per million,0.191867241
North Dakota,2009,2,Parts per billion,6.251317929,Parts per million,0.028225071,Parts per billion,0.447647839,Parts per million,0.198790214
North Dakota,2009,3,Parts per billion,6.338102226,Parts per million,0.034292032,Parts per billion,0.315572516,Parts per million,0.210417065
North Dakota,2009,4,Parts per billion,3.421825367,Parts per million,0.036501,Parts per billion,0.1131001,Parts per million,0.19449465
North Dakota,2009,5,Parts per billion,3.736285032,Parts per million,0.030346806,Parts per billion,0.125927,Parts per million,0.181824677
North Dakota,2009,6,Parts per billion,4.147959833,Parts per million,0.0312871,Parts per billion,0.0764443,Parts per million,0.1451448
North Dakota,2009,7,Parts per billion,2.214438516,Parts per million,0.022496613,Parts per billion,0.078799242,Parts per million,0.116947081
North Dakota,2009,8,Parts per billion,2.794783387,Parts per million,0.020502871,Parts per billion,0.036322871,Parts per million,0.141341516
North Dakota,2009,9,Parts per billion,4.413651767,Parts per million,0.024428567,Parts per billion,0.07083245,Parts per million,0.153170633
North Dakota,2009,10,Parts per billion,3.325747935,Parts per million,0.013803774,Parts per billion,0.115109339,Parts per million,0.133359935
North Dakota,2009,11,Parts per billion,6.837113533,Parts per million,0.013729867,Parts per billion,0.282265783,Parts per million,0.170939
North Dakota,2009,12,Parts per billion,6.265619677,Parts per million,0.02170171,Parts per billion,0.517372597,Parts per million,0.157227468
Ohio,2009,4,Parts per billion,3.088054391,Parts per million,0.043772696,Parts per billion,4.457110891,Parts per million,0.345941804
Ohio,2009,5,Parts per billion,3.642982,Parts per million,0.036765581,Parts per billion,4.215204419,Parts per million,0.068884387
Ohio,2009,6,Parts per billion,3.1699541,Parts per million,0.035670267,Parts per billion,3.315036283,Parts per million,0.07534725
Ohio,2009,7,Parts per billion,2.721039742,Parts per million,0.03085171,Parts per billion,1.350379032,Parts per million,0.235748403
Ohio,2009,8,Parts per billion,2.719155536,Parts per million,0.028171107,Parts per billion,1.391552214,Parts per million,0.211969464
Ohio,2009,9,Parts per billion,3.745326033,Parts per million,0.029443033,Parts per billion,2.184924592,Parts per million,0.300211342
Ohio,2009,10,Parts per billion,4.908386839,Parts per million,0.02039021,Parts per billion,2.213204395,Parts per million,0.416757919
Ohio,2009,11,Parts per billion,8.032179925,Parts per million,0.021746132,Parts per billion,3.998050594,Parts per million,0.691304387
Ohio,2009,12,Parts per billion,6.985406,Parts per million,0.014968875,Parts per billion,1.09834125,Parts per million,0.389372031
Oklahoma,2009,1,Parts per billion,4.783215842,Parts per million,0.024739053,Parts per billion,0.897974421,Parts per million,0.197849368
Oklahoma,2009,2,Parts per billion,10.34634378,Parts per million,0.025923333,Parts per billion,0.430098389,Parts per million,0.196342611
Oklahoma,2009,3,Parts per billion,5.5333332,Parts per million,0.0362193,Parts per billion,0.24104165,Parts per million,0.0248354
Oklahoma,2009,4,Parts per billion,6.564760788,Parts per million,0.036840154,Parts per billion,0.554849029,Parts per million,0.244743587
Oklahoma,2009,5,Parts per billion,6.877062839,Parts per million,0.028551419,Parts per billion,0.595349048,Parts per million,0.275251742
Oklahoma,2009,6,Parts per billion,6.29206031,Parts per million,0.03463344,Parts per billion,0.720896054,Parts per million,0.220591667
Oklahoma,2009,7,Parts per billion,6.741106455,Parts per million,0.035310614,Parts per billion,0.765834477,Parts per million,0.216885205
Oklahoma,2009,8,Parts per billion,4.872421917,Parts per million,0.033574633,Parts per billion,0.493437642,Parts per million,0.1884248
Oklahoma,2009,9,Parts per billion,7.97318775,Parts per million,0.026431,Parts per billion,0.553590625,Parts per million,0.265694094
Oklahoma,2009,10,Parts per billion,4.418189129,Parts per million,0.019539548,Parts per billion,0.616804524,Parts per million,0.166173887
Oklahoma,2009,11,Parts per billion,7.815629021,Parts per million,0.024961468,Parts per billion,0.932043681,Parts per million,0.261359787
Oklahoma,2009,12,Parts per billion,7.930536721,Parts per million,0.019589656,Parts per billion,0.700975648,Parts per million,0.233897934
Oregon,2009,1,Parts per billion,12.50612387,Parts per million,0.012345387,Parts per billion,1.259036548,Parts per million,0.338825887
Oregon,2009,2,Parts per billion,13.74670029,Parts per million,0.015450857,Parts per billion,1.141181875,Parts per million,0.343747768
Oregon,2009,3,Parts per billion,9.662069742,Parts per million,0.025667935,Parts per billion,1.522702355,Parts per million,0.29628229
Oregon,2009,4,Parts per billion,9.978200567,Parts per million,0.026898,Parts per billion,1.916666583,Parts per million,0.31173725
Oregon,2009,5,Parts per billion,7.329795129,Parts per million,0.027761645,Parts per billion,1.638769871,Parts per million,0.253804984
Oregon,2009,6,Parts per billion,7.383990176,Parts per million,0.021166647,Parts per billion,1.533514235,Parts per million,0.236152529
Oregon,2009,7,Parts per billion,7.267156962,Parts per million,0.023360462,Parts per billion,1.574664,Parts per million,0.203709212
Oregon,2009,8,Parts per billion,9.569508419,Parts per million,0.020240548,Parts per billion,1.475651339,Parts per million,0.243814645
Oregon,2009,9,Parts per billion,10.52125607,Parts per million,0.0182444,Parts per billion,1.7577618,Parts per million,0.280708917
Oregon,2009,10,Parts per billion,11.51782371,Parts per million,0.01204029,Parts per billion,1.607839726,Parts per million,0.408594516
Oregon,2009,11,Parts per billion,10.5363397,Parts per million,0.015425,Parts per billion,1.685556017,Parts per million,0.486123183
Oregon,2009,12,Parts per billion,12.77939452,Parts per million,0.013669097,Parts per billion,2.108548306,Parts per million,0.435517129
Pennsylvania,2009,1,Parts per billion,25.31422968,Parts per million,0.011886742,Parts per billion,6.157310774,Parts per million,0.408704339
Pennsylvania,2009,2,Parts per billion,23.52012089,Parts per million,0.016483679,Parts per billion,3.527477589,Parts per million,0.450975982
Pennsylvania,2009,3,Parts per billion,19.58338311,Parts per million,0.021905459,Parts per billion,2.787492716,Parts per million,0.388743189
Pennsylvania,2009,4,Parts per billion,11.29866415,Parts per million,0.03363186,Parts per billion,4.772537783,Parts per million,0.289446416
Pennsylvania,2009,5,Parts per billion,9.633148848,Parts per million,0.030649336,Parts per billion,4.351504982,Parts per million,0.266240827
Pennsylvania,2009,6,Parts per billion,8.772242056,Parts per million,0.028686275,Parts per billion,3.634453284,Parts per million,0.206895317
Pennsylvania,2009,7,Parts per billion,8.11887508,Parts per million,0.029545258,Parts per billion,3.842087759,Parts per million,0.14125894
Pennsylvania,2009,8,Parts per billion,8.813660391,Parts per million,0.026885524,Parts per billion,3.521665467,Parts per million,0.195240222
Pennsylvania,2009,9,Parts per billion,9.212684065,Parts per million,0.020062926,Parts per billion,2.339048576,Parts per million,0.213698985
Pennsylvania,2009,10,Parts per billion,11.30759355,Parts per million,0.014732123,Parts per billion,2.469385899,Parts per million,0.229675259
Pennsylvania,2009,11,Parts per billion,19.94349067,Parts per million,0.0110083,Parts per billion,1.946568633,Parts per million,0.482897133
Pennsylvania,2009,12,Parts per billion,21.21034297,Parts per million,0.012335,Parts per billion,2.665063934,Parts per million,0.286297885
South Carolina,2009,1,Parts per billion,2.494152194,Parts per million,0.026881742,Parts per billion,1.3686645,Parts per million,0.049664016
South Carolina,2009,2,Parts per billion,2.019362857,Parts per million,0.033614143,Parts per billion,0.946912089,Parts per million,0.005586875
South Carolina,2009,3,Parts per billion,1.532249161,Parts per million,0.034988871,Parts per billion,0.578440532,Parts per million,0.001209694
South Carolina,2009,4,Parts per billion,2.013582,Parts per million,0.040162214,Parts per billion,0.537000304,Parts per million,0.080431571
South Carolina,2009,5,Parts per billion,0.397657484,Parts per million,0.028692097,Parts per billion,0.103293032,Parts per million,0.053024242
South Carolina,2009,6,Parts per billion,0.6050921,Parts per million,0.0329404,Parts per billion,0.350113667,Parts per million,0.108148833
South Carolina,2009,7,Parts per billion,0.228218944,Parts per million,0.028634278,Parts per billion,0.130555583,Parts per million,0.084693889
South Carolina,2009,8,Parts per billion,0.184027833,Parts per million,0.022840167,Parts per billion,0.051943583,Parts per million,0.084296083
South Carolina,2009,9,Parts per billion,0.630772,Parts per million,0.017723222,Parts per billion,0.044675944,Parts per million,0.086342611
South Carolina,2009,10,Parts per billion,1.2078418,Parts per million,0.0221653,Parts per billion,0.16120405,Parts per million,0.0948211
South Carolina,2009,11,Parts per billion,1.9255589,Parts per million,0.022256967,Parts per billion,0.399374983,Parts per million,0.096173783
South Carolina,2009,12,Parts per billion,2.228872387,Parts per million,0.021783839,Parts per billion,0.782710194,Parts per million,0.101252452
Tennessee,2009,1,Parts per billion,1.433245613,Parts per million,0.031383032,Parts per billion,1.20211879,Parts per million,0.170747145
Tennessee,2009,2,Parts per billion,0.919515714,Parts per million,0.040909214,Parts per billion,1.151046071,Parts per million,0.186453393
Tennessee,2009,3,Parts per billion,1.157120083,Parts per million,0.041543333,Parts per billion,1.234379625,Parts per million,0.216932021
Tennessee,2009,5,Parts per billion,0.271961158,Parts per million,0.041903474,Parts per billion,0.388303184,Parts per million,0.185502105
Tennessee,2009,6,Parts per billion,0.321937333,Parts per million,0.047107667,Parts per billion,0.615730917,Parts per million,0.167219583
Tennessee,2009,7,Parts per billion,0.274791355,Parts per million,0.044519032,Parts per billion,0.352870597,Parts per million,0.134250726
Tennessee,2009,8,Parts per billion,0.29778729,Parts per million,0.040482452,Parts per billion,0.323857548,Parts per million,0.13559679
Tennessee,2009,9,Parts per billion,0.2862105,Parts per million,0.0375356,Parts per billion,0.339476017,Parts per million,0.160006767
Tennessee,2009,10,Parts per billion,0.844416032,Parts per million,0.031136548,Parts per billion,0.380914,Parts per million,0.139355548
Tennessee,2009,11,Parts per billion,1.035772967,Parts per million,0.039018067,Parts per billion,0.967780817,Parts per million,0.167090767
Tennessee,2009,12,Parts per billion,1.418134581,Parts per million,0.032017097,Parts per billion,0.722848032,Parts per million,0.161161484
Texas,2009,1,Parts per billion,14.21485645,Parts per million,0.017237912,Parts per billion,1.093651588,Parts per million,0.270689326
Texas,2009,2,Parts per billion,11.28031291,Parts per million,0.025307346,Parts per billion,0.747463098,Parts per million,0.221985539
Texas,2009,3,Parts per billion,8.087135434,Parts per million,0.029200319,Parts per billion,0.652806321,Parts per million,0.176978429
Texas,2009,4,Parts per billion,7.146513518,Parts per million,0.034026041,Parts per billion,0.466543618,Parts per million,0.173834965
Texas,2009,5,Parts per billion,5.869929785,Parts per million,0.031412099,Parts per billion,0.443160196,Parts per million,0.161588199
Texas,2009,6,Parts per billion,5.297294615,Parts per million,0.026699445,Parts per billion,0.446901624,Parts per million,0.130154188
Texas,2009,7,Parts per billion,4.850837215,Parts per million,0.025766339,Parts per billion,0.426631672,Parts per million,0.134333513
Texas,2009,8,Parts per billion,5.932928303,Parts per million,0.026725024,Parts per billion,0.699510613,Parts per million,0.143540332
Texas,2009,9,Parts per billion,7.622557741,Parts per million,0.02562417,Parts per billion,0.730228395,Parts per million,0.190280911
Texas,2009,10,Parts per billion,7.32158023,Parts per million,0.017418221,Parts per billion,0.463946221,Parts per million,0.19279541
Texas,2009,11,Parts per billion,12.659439,Parts per million,0.019362192,Parts per billion,0.737945233,Parts per million,0.315367654
Texas,2009,12,Parts per billion,11.48421379,Parts per million,0.014747481,Parts per billion,0.927490589,Parts per million,0.247936815
Virginia,2009,1,Parts per billion,14.51545078,Parts per million,0.016449806,Parts per billion,5.288118656,Parts per million,0.415622253
Virginia,2009,2,Parts per billion,10.44699129,Parts per million,0.026803071,Parts per billion,3.513727821,Parts per million,0.409608917
Virginia,2009,3,Parts per billion,10.95253788,Parts per million,0.02741917,Parts per billion,2.686729952,Parts per million,0.385648351
Virginia,2009,4,Parts per billion,10.61535313,Parts per million,0.034396585,Parts per billion,2.044538708,Parts per million,0.372813788
Virginia,2009,5,Parts per billion,12.24512987,Parts per million,0.025663903,Parts per billion,1.961380258,Parts per million,0.094807371
Virginia,2009,6,Parts per billion,12.2218723,Parts per million,0.0304991,Parts per billion,2.129269483,Parts per million,0.075788033
Virginia,2009,7,Parts per billion,11.22302926,Parts per million,0.030843645,Parts per billion,1.480243968,Parts per million,0.202329903
Virginia,2009,8,Parts per billion,12.22051739,Parts per million,0.030904065,Parts per billion,1.196214677,Parts per million,0.178475774
Virginia,2009,9,Parts per billion,13.2428968,Parts per million,0.021727833,Parts per billion,0.44577605,Parts per million,0.171730383
Virginia,2009,10,Parts per billion,14.87238865,Parts per million,0.014923161,Parts per billion,0.615722065,Parts per million,0.306370839
Arizona,2010,1,Parts per billion,20.51171204,Parts per million,0.017570058,Parts per billion,1.567589796,Parts per million,0.510810925
Arizona,2010,2,Parts per billion,18.34832809,Parts per million,0.020488438,Parts per billion,1.044648049,Parts per million,0.384043558
Arizona,2010,3,Parts per billion,15.57680863,Parts per million,0.028119839,Parts per billion,0.987562794,Parts per million,0.361080355
Arizona,2010,4,Parts per billion,13.00565288,Parts per million,0.035310088,Parts per billion,0.86623482,Parts per million,0.327285597
Arizona,2010,5,Parts per billion,13.01909647,Parts per million,0.03836328,Parts per billion,0.914333392,Parts per million,0.304989688
Arizona,2010,6,Parts per billion,10.9873232,Parts per million,0.036666029,Parts per billion,0.926654833,Parts per million,0.237409514
Arizona,2010,7,Parts per billion,6.325481557,Parts per million,0.038034457,Parts per billion,0.834406521,Parts per million,0.207919043
Arizona,2010,8,Parts per billion,10.19361294,Parts per million,0.033978462,Parts per billion,1.04366678,Parts per million,0.227762441
Arizona,2010,9,Parts per billion,15.45830549,Parts per million,0.029336426,Parts per billion,1.388910511,Parts per million,0.308966261
Arizona,2010,10,Parts per billion,14.85693392,Parts per million,0.024067819,Parts per billion,0.675656584,Parts per million,0.291370745
Arizona,2010,11,Parts per billion,19.54313234,Parts per million,0.019561242,Parts per billion,0.981608523,Parts per million,0.437191792
Arizona,2010,12,Parts per billion,22.12392105,Parts per million,0.012262465,Parts per billion,1.257072868,Parts per million,0.549245777
Arkansas,2010,1,Parts per billion,11.8550063,Parts per million,0.021881259,Parts per billion,1.25995871,Parts per million,0.457009545
Arkansas,2010,2,Parts per billion,12.95270443,Parts per million,0.0235625,Parts per billion,1.335796545,Parts per million,0.504732732
Arkansas,2010,3,Parts per billion,9.948223516,Parts per million,0.031912677,Parts per billion,1.434174145,Parts per million,0.440508089
Arkansas,2010,4,Parts per billion,9.6947464,Parts per million,0.034840233,Parts per billion,1.01779875,Parts per million,0.457383217
